"Name" "price" "lon" "lat"
"658" "504 Cambridge AveGrider, Buffalo, NY" "Contact For Estimate" -78.823329 42.9283985
"659" "115 Wood AveSchiller Park, Buffalo, NY" "$500" -78.8092663 42.9049338
"660" "62 Northrup PlLaSalle, Buffalo, NY" "Contact For Estimate" -78.8242038 42.9498758
"661" "699 Lafayette AveDelaware-West Ferry, Buffalo, NY" "Contact For Estimate" NA NA
"662" "191 Condon AveRiverside Park, Buffalo, NY" "Contact For Estimate" -78.906184 42.9592679
"663" "204 Benzinger StLovejoy, Buffalo, NY" "$49,174" -78.806501 42.8903454
"664" "473 Olympic AveLaSalle, Buffalo, NY" "Contact For Estimate" -78.8181396 42.9353893
"665" "64 Mayer AveRiverside Park, Buffalo, NY" "Contact For Estimate" NA NA
"666" "257 Minnesota AveLaSalle, Buffalo, NY" "Contact For Estimate" -78.8199247 42.9462385
"667" "699 Prospect AveFront Park, Buffalo, NY" "$48,410" -78.894175 42.90582
"668" "514 Linden AveNorth Park, Buffalo, NY" "$77,451" NA NA
"669" "441 Schiller StLovejoy, Buffalo, NY" "$51,641" -78.800714 42.897016
"670" "77 Susan LnSouth Abbott, Buffalo, NY" "$101,274" -78.8095522 42.8335361
"671" "551 E Utica StKingsley, Buffalo, NY" "$6,500" -78.845168 42.910738
"672" "338 Parkdale AveForest, Buffalo, NY" "$20,000" -78.8876049 42.924641
"673" "47 Weber AveSchiller Park, Buffalo, NY" "$40,137" NA NA
"674" "510 Highgate AveKensington, Buffalo, NY" "$82,392" -78.8087673 42.9483327
"675" "1336 West AveForest, Buffalo, NY" "Contact For Estimate" -78.8960894 42.9266476
"676" "123 Fredro StKaisertown, Buffalo, NY" "$136,245" NA NA
"677" "185 Westminster AveKensington, Buffalo, NY" "$39,168" NA NA
"678" "14 Seabrook StRiverside Park, Buffalo, NY" "Contact For Estimate" NA NA
"679" "4251 Meadowbrook PkwyBuffalo, NY" "Contact For Estimate" NA NA
"680" "709 Moore AveBuffalo, NY" "Contact For Estimate" -78.8264361 42.9758932
"681" "69 Hayden StCazenovia Park, Buffalo, NY" "$88,011" NA NA
"682" "524 Potters RdBuffalo, NY" "Contact For Estimate" -78.7950739 42.838079
"683" "8 Block StSchiller Park, Buffalo, NY" "$33,705" -78.8112451 42.9128991
"684" "36 Glidden StBuffalo, NY" "$39,580" NA NA
"685" "73 Weber AveSchiller Park, Buffalo, NY" "$76,621" -78.803017 42.92113
"686" "707 Montrose AveBuffalo, NY" "$69,900" NA NA
"687" "3473 S Park Ave #A5Buffalo, NY" "$17,900" -78.82527 42.805278
"688" "675 Norfolk AveLaSalle, Buffalo, NY" "$40,000" -78.8192766 42.9334686
"689" "105 Titus AveEmerson, Buffalo, NY" "$31,900" -78.8225652 42.8990888
"690" "120 Leonard Post DrBuffalo, NY" "$90,998" -78.7863133 42.9108804
"691" "58 Paul PlSeneca, Buffalo, NY" "$99,904" NA NA
"692" "3968 Seneca StBuffalo, NY" "$109,900" -78.756189 42.830459
"693" "801 Richmond AveForest, Buffalo, NY" "Contact For Estimate" -78.8806779 42.9251993
"694" "96 Baxter StRiverside Park, Buffalo, NY" "Contact For Estimate" -78.9094822 42.9533851
"695" "98 Fennimore AveKensington, Buffalo, NY" "$49,000" NA NA
"696" "65 Theodore StSchiller Park, Buffalo, NY" "$45,000" -78.8080197 42.9116239
"697" "183 Laurel StMasten Park, Buffalo, NY" "$37,500" -78.857935 42.909927
"698" "1497 Broadway StLovejoy, Buffalo, NY" "$36,900" -78.8196529 42.8959328
"699" "512 Genesee StWillert Park, Buffalo, NY" "$92,229" -78.8569729 42.8951842
"700" "89 Sheffield AveSouth Park, Buffalo, NY" "$39,519" -78.8202687 42.8426145
"701" "499 Moore AveBuffalo, NY" "$149,900" -78.8342569 42.9758856
"702" "435 Goethe StLovejoy, Buffalo, NY" "$88,694" NA NA
"703" "62 Winslow AveKingsley, Buffalo, NY" "$34,900" NA NA
"704" "287 Wohlers AveKingsley, Buffalo, NY" "Contact For Estimate" -78.8478402 42.9117638
"705" "145 Krettner StEmslie, Buffalo, NY" "$59,000" NA NA
"706" "2332 S Park AveSouth Park, Buffalo, NY" "$15,000" -78.823523 42.835098
"707" "1268 Orchard Park RdBuffalo, NY" "$119,900" -78.766188 42.81567
"708" "475 Delaware AveAllen, Buffalo, NY" "$829,900" NA NA
"709" "52 Frontier DrBuffalo, NY" "$93,750" -78.826308 42.800835
"710" "11 Daytona PlBabcock, Buffalo, NY" "$35,000" -78.8424062 42.8728809
"711" "560 Doat StSchiller Park, Buffalo, NY" "$45,000" NA NA
"712" "39-43 Florida St #49Cold Springs, Buffalo, NY" "$29,900" -82.6914916 27.7712997
"713" "3387 Emerling DrBuffalo, NY" "$101,206" -78.8064712 42.7928322
"714" "1720 S Park AveTriangle, Buffalo, NY" "$84,900" -78.825024 42.8518929
"715" "93 Hoerner AveBuffalo, NY" "$54,972" -78.7950362 42.9097056
"716" "85 Landon StKingsley, Buffalo, NY" "$59,985" NA NA
"717" "20 Easton AveKenfield, Buffalo, NY" "$23,584" NA NA
"718" "114 Central AveLovejoy, Buffalo, NY" "$40,000" -78.8155826 42.88793
"719" "92 Trowbridge StTriangle, Buffalo, NY" "$79,000" NA NA
"720" "102 E End AveSchiller Park, Buffalo, NY" "$54,900" NA NA
"721" "4001 Crystal Beach Hill RdCentral Business District, Buffalo, NY" "$475,000" NA NA
"722" "1338 E Lovejoy StBuffalo, NY" "$74,900" -78.798764 42.890028
"723" "28 Lehigh StBuffalo, NY" "$40,000" NA NA
"724" "451 S Park AveBuffalo, NY" "$50,000" NA NA
"725" "23 19th StFront Park, Buffalo, NY" "$56,657" NA NA
"726" "433 Harrison AveBuffalo, NY" "Contact For Estimate" -78.8371423 42.9749788
"727" "133 Ivanhoe RdBuffalo, NY" "$59,900" NA NA
"728" "195 Lockwood AveSouth Park, Buffalo, NY" "$79,900" NA NA
"729" "1166 Abbott RdSouth Abbott, Buffalo, NY" "$69,040" -78.8055252 42.832748
"730" "287 Peach StMedical Park, Buffalo, NY" "$49,900" -78.855986 42.9028458
"731" "295 Hartwell RdNorth Park, Buffalo, NY" "$127,171" -78.8653289 42.9529036
"732" "231 Richmond Ave #9Bryant, Buffalo, NY" "$479,000" NA NA
"733" "3 E Woodlawn AveMLK Park, Buffalo, NY" "$4,000" -78.826227 42.913401
"734" "868 Tonawanda StRiverside Park, Buffalo, NY" "$65,000" -78.9051298 42.9522735
"735" "131 Tacoma AveNorth Park, Buffalo, NY" "$72,959" -78.8678365 42.9513406
"736" "140 Brunswick BlvdHamlin Park, Buffalo, NY" "$40,590" -78.8486138 42.9171874
"737" "56 Rejtan StKaisertown, Buffalo, NY" "$15,840" -78.8103797 42.8735041
"738" "39 Bremen StBryant, Buffalo, NY" "$19,197" -78.8861601 42.9104506
"739" "124 Sunshine DrBuffalo, NY" "$127,802" NA NA
"740" "158 Peter StBlack Rock, Buffalo, NY" "$32,891" NA NA
"741" "143 Durham AveGrider, Buffalo, NY" "$10,000" NA NA
"742" "106 Reiman StLovejoy, Buffalo, NY" "$25,254" -78.8054297 42.89521
"743" "159 Pries AveTriangle, Buffalo, NY" "$40,213" NA NA
"744" "49 Groveland StStarin Central, Buffalo, NY" "$16,627" -78.8363851 42.9515373
"745" "40 Connelly AveLaSalle, Buffalo, NY" "$10,182" -78.8168857 42.9298735
"746" "35 Mandan StNorth Delaware, Buffalo, NY" "$29,521" -78.874972 42.946537
"747" "1108 Orchard Park RdBuffalo, NY" "$93,473" -78.7700863 42.8193295
"748" "16 Claremont AveForest, Buffalo, NY" "$53,432" -78.880204 42.9226399
"749" "1076 West AveGrant Ferry, Buffalo, NY" "$27,713" -78.8970847 42.9195434
"750" "125 Deerfield AveGrider, Buffalo, NY" "$11,655" -78.8264719 42.9258618
"751" "550 Busti AveFront Park, Buffalo, NY" "$25,467" -78.8938124 42.8990926
"752" "11 Winston RdStarin Central, Buffalo, NY" "$56,818" NA NA
"753" "32 Lester StBabcock, Buffalo, NY" "$18,686" NA NA
"754" "18 Chadduck AveRiverside Park, Buffalo, NY" "$14,470" -78.899556 42.955211
"755" "42 Paige AveKenilworth, Buffalo, NY" "$64,671" -78.8251966 42.9655328
"756" "221 Sterling AveNorth Park, Buffalo, NY" "$76,000" NA NA
"757" "99 Mortimer StWillert Park, Buffalo, NY" "$130,000" -78.8548293 42.8880411
"758" "297 Dearborn StBlack Rock, Buffalo, NY" "$19,257" -78.9023308 42.9373997
"759" "27 Collingwood AveLaSalle, Buffalo, NY" "$21,275" -78.817303 42.9346195
"760" "145 E Utica StMasten Park, Buffalo, NY" "$40,590" NA NA
"761" "37 4th St #Fl FranklinColumbus, Buffalo, NY" "$399,000" -122.4050056 37.7851288
"762" "330 Fairfield AveKenilworth, Buffalo, NY" "$129,900" -78.8363277 42.9673737
"763" "22 Victory AveBuffalo, NY" "$36,095" -78.824949 42.82509
"764" "225 Kenmore AveKenilworth, Buffalo, NY" "$132,218" -78.8260662 42.9583798
"765" "18 Wendel AveKenilworth, Buffalo, NY" "$128,420" NA NA
"766" "163 Tacoma AveNorth Park, Buffalo, NY" "$90,929" -78.8666043 42.9513291
"767" "167 Florida StHamlin Park, Buffalo, NY" "$32,451" -78.85285 42.919998
"768" "716 Norfolk AveLaSalle, Buffalo, NY" "$18,751" -78.8197665 42.9345628
"769" "37 Rounds AveKensington, Buffalo, NY" "$27,747" -78.8121702 42.9472014
"770" "897 7th StFront Park, Buffalo, NY" "$39,789" -78.899286 42.907641
"771" "121 Folger StTriangle, Buffalo, NY" "$67,451" -78.8264918 42.8497277
"772" "425 Hinman AveMilitary, Buffalo, NY" "$81,842" -78.8854774 42.956753
"773" "147 Masten AveMasten Park, Buffalo, NY" "$44,870" NA NA
"774" "71 Eller AveSchiller Park, Buffalo, NY" "$34,999" NA NA
"775" "61 Beverly RdHamlin Park, Buffalo, NY" "$42,732" -78.8516713 42.9210971
"776" "153 Arkansas StGrant Ferry, Buffalo, NY" "$80,000" -78.8916931 42.9139806
"777" "263 Parkdale AveForest, Buffalo, NY" "$26,009" NA NA
"778" "87 Lockwood AveSouth Park, Buffalo, NY" "$38,300" NA NA
"779" "464 Fargo AveFront Park, Buffalo, NY" "$90,000" -78.8957962 42.9084169
"780" "37 Arundel RdNorth Park, Buffalo, NY" "$71,272" NA NA
"781" "78 Mineral Springs RdSeneca, Buffalo, NY" "Contact For Estimate" -78.810604 42.859477
"782" "66 Pooley PlForest, Buffalo, NY" "$52,297" NA NA
"783" "200 Delaware Ave #1509Central Business District, Buffalo, NY" "$1,300,000" NA NA
"784" "62 Cable StBuffalo, NY" "$118,440" NA NA
"785" "130 Parkdale AveGrant Ferry, Buffalo, NY" "$48,875" -78.8883198 42.9189943
"786" "19 Erb StSchiller Park, Buffalo, NY" "$37,000" -78.79988 42.9186812
"787" "20 Randolph AveBuffalo, NY" "$105,000" -78.799038 42.907501
"788" "489 Northampton StKingsley, Buffalo, NY" "$39,489" NA NA
"789" "35 Herkimer StGrant Ferry, Buffalo, NY" "$40,881" NA NA
"790" "395 Dartmouth AveKensington, Buffalo, NY" "$34,418" -78.8099527 42.9432388
"791" "343 Humboldt PkwyHamlin Park, Buffalo, NY" "$47,440" -78.8466547 42.9247849
"792" "325 Herkimer StGrant Ferry, Buffalo, NY" "$33,792" NA NA
"793" "180 Hinman AveNorth Delaware, Buffalo, NY" "$29,285" -78.8761535 42.9565609
"794" "736 Parkhurst BlvdBuffalo, NY" "$86,928" -78.8314216 42.9789765
"795" "159 Lafayette AveGrant Ferry, Buffalo, NY" "$36,375" NA NA
"796" "179 Brinton StUniversity, Buffalo, NY" "$59,765" NA NA
"797" "114 Lonsdale RdHamlin Park, Buffalo, NY" "$42,098" -78.8524016 42.918006
"798" "163 Paramount PkwyBuffalo, NY" "$140,000" -78.8653082 42.9863122
"799" "200 Abbott RdAbbott McKinley, Buffalo, NY" "$68,127" -78.8217917 42.8555459
"800" "16 Peoria StBlack Rock, Buffalo, NY" "$48,730" -78.9030689 42.9434843
"801" "26 Lyndhurst AveNorth Park, Buffalo, NY" "$61,568" -78.8506746 42.9483956
"802" "140 French Lea RdBuffalo, NY" "$133,751" -78.733879 42.860701
"803" "600 Main St #1004Central Business District, Buffalo, NY" "$429,900" -78.87282 42.890319
"804" "252 Abbington AveBuffalo, NY" "$120,000" -78.843422 42.979224
"805" "9 Toledo PlNorth Delaware, Buffalo, NY" "$70,000" NA NA
"806" "782 Highland AveBuffalo, NY" "$85,321" -78.8366162 42.9745489
"807" "4055 Clinton StBuffalo, NY" "$143,500" NA NA
"808" "266 Abbington AveBuffalo, NY" "$129,900" -78.842918 42.979219
"809" "60 Warring AveSchiller Park, Buffalo, NY" "$49,000" -78.8328902 42.8925599
"810" "899 Niagara StFront Park, Buffalo, NY" "$50,000" NA NA
"811" "313 Weimar StKaisertown, Buffalo, NY" "$55,000" -78.8074618 42.8732717
"812" "127 Edna PlMasten Park, Buffalo, NY" "$200,000" NA NA
"813" "4886 Milestrip RdBuffalo, NY" "$109,000" NA NA
"814" "63 Rano StRiverside Park, Buffalo, NY" "$169,000" -78.9002919 42.947279
"815" "16 Ritt AveMilitary, Buffalo, NY" "$160,000" NA NA
"816" "36 Minnesota AveLaSalle, Buffalo, NY" "$60,019" -78.8278563 42.9479344
"817" "321 Herkimer StGrant Ferry, Buffalo, NY" "$33,070" -78.8923521 42.9214976
"818" "426 Davey StLovejoy, Buffalo, NY" "Contact For Estimate" -78.8038369 42.8965529
"819" "4296 Greenfield PkwyBuffalo, NY" "$53,473" -78.8199422 42.7780593
"820" "24 Winston RdStarin Central, Buffalo, NY" "$93,315" -78.8404571 42.948272
"821" "20 Gail AveKensington, Buffalo, NY" "Contact For Estimate" -78.8013017 42.9339356
"822" "50 Burlington AveLaSalle, Buffalo, NY" "$23,346" -78.8165244 42.9324587
"823" "274 Wellington AveKenilworth, Buffalo, NY" "$76,820" -78.8339786 42.9667013
"824" "94 Royal AveRiverside Park, Buffalo, NY" "$50,000" -78.9057163 42.9521367
"825" "231 Pine StWillert Park, Buffalo, NY" "$142,930" -78.863524 42.886242
"826" "54 Clayton StMilitary, Buffalo, NY" "$78,290" NA NA
"827" "129 Liddell StEmerson, Buffalo, NY" "$25,794" -78.8197926 42.8998516
"828" "329 Baynes StForest, Buffalo, NY" "$112,759" NA NA
"829" "3301 McKinley PkwyBuffalo, NY" "$129,900" -78.8105635 42.7955184
"830" "20 Sidway StBuffalo, NY" "$36,009" -78.8589611 42.8663068
"831" "114 Stanley StLovejoy, Buffalo, NY" "$34,834" -78.8097465 42.8923226
"832" "98 Ledger StNorth Delaware, Buffalo, NY" "$99,900" -78.874551 42.94679
"833" "67 Flower StUniversity, Buffalo, NY" "$81,583" NA NA
"834" "4128 Bryant StBuffalo, NY" "$87,826" -78.8341399 42.7724977
"835" "122 Tacoma AveNorth Park, Buffalo, NY" "$142,179" NA NA
"836" "19 Melvin PlSeneca, Buffalo, NY" "$40,000" -78.8249752 42.8634831
"837" "751 W Ferry St #5E-FDelaware-West Ferry, Buffalo, NY" "$289,000" NA NA
"838" "30 Roehrer AveKingsley, Buffalo, NY" "$39,995" -78.8493318 42.9048394
"839" "346 Westgate RdKenmore, Buffalo, NY" "$149,900" NA NA
"840" "42 Woodlawn AveMasten Park, Buffalo, NY" "$66,060" NA NA
"841" "757 Amherst StPark Meadow, Buffalo, NY" "$147,626" NA NA
"842" "77 Deshler StLovejoy, Buffalo, NY" "$52,500" -78.8187147 42.8954963
"843" "78 Oakmont AveKenfield, Buffalo, NY" "$36,318" -78.8107798 42.9325144
"844" "344 Hoyt StForest, Buffalo, NY" "Contact For Estimate" -78.8862819 42.9250723
"845" "41 Manchester PlForest, Buffalo, NY" "$67,356" -78.882743 42.925337
"846" "3720 Lake Shore RdBuffalo, NY" "$250,000" NA NA
"847" "56 Rose StMedical Park, Buffalo, NY" "$42,900" NA NA
"848" "107 Titus AveEmerson, Buffalo, NY" "$29,900" -78.822525 42.899168
"849" "449 W Ferry StFront Park, Buffalo, NY" "$140,000" -78.8850105 42.9152259
"850" "54 Woodside AveSouth Park, Buffalo, NY" "$59,812" -78.8216466 42.8422478
"851" "16 Townsend StBroadway - Fillmore, Buffalo, NY" "$9,900" -78.841327 42.885531
"852" "1183 Broadway StBroadway - Fillmore, Buffalo, NY" "$20,000" -78.831116 42.894285
"853" "969 Exchange StBabcock, Buffalo, NY" "$35,000" -78.842347 42.8730637
"854" "545 Lisbon AveKensington, Buffalo, NY" "$84,604" -78.8081612 42.9464667
"855" "55 Progressive AveRiverside Park, Buffalo, NY" "$112,440" NA NA
"856" "7 Keystone StSchiller Park, Buffalo, NY" "$42,500" NA NA
"857" "81 Henrietta AveRiverside Park, Buffalo, NY" "$54,999" NA NA
"858" "132 Edison AveKenfield, Buffalo, NY" "$46,619" -78.8023496 42.9264915
"859" "349 Dewey AveLeroy, Buffalo, NY" "$43,931" -78.8344322 42.9310718
"860" "762 Glenwood AveGrider, Buffalo, NY" "$85,900" NA NA
"861" "131 Lemon StMedical Park, Buffalo, NY" "$55,900" -78.859408 42.897864
"862" "64 Tennyson AveNorth Park, Buffalo, NY" "$135,652" NA NA
"863" "51 Remoleno StTriangle, Buffalo, NY" "$51,611" NA NA
"864" "61 Georgian Ln #CBuffalo, NY" "$69,999" -78.756675 42.994811
"865" "115 Grape StMedical Park, Buffalo, NY" "$32,264" -78.8496511 42.8940839
"866" "355 Dewey AveLeroy, Buffalo, NY" "$48,319" -78.8341447 42.9310704
"867" "32 Edson StCazenovia Park, Buffalo, NY" "$54,326" -78.801174 42.845175
"868" "295 Borden RdBuffalo, NY" "$93,279" -78.708123 42.861945
"869" "284 Riverside AveRiverside Park, Buffalo, NY" "$41,709" -78.8996208 42.9521041
"870" "110 Gerald AveKenfield, Buffalo, NY" "$51,934" -78.8095093 42.9253517
"871" "39 Kenefick AveAbbott McKinley, Buffalo, NY" "$58,382" -78.8220855 42.8502647
"872" "68 Glor StBlack Rock, Buffalo, NY" "$57,359" NA NA
"873" "39 Liberty LnBuffalo, NY" "$186,374" -78.701113 42.831717
"874" "164 Traverse BlvdBuffalo, NY" "$99,351" -78.8665922 42.9842759
"875" "142 Dartmouth AveLaSalle, Buffalo, NY" "$59,683" -78.8188435 42.9439871
"876" "320 Dartmouth AveKensington, Buffalo, NY" "$27,451" -78.8127083 42.9436118
"877" "36 Heussy AveTriangle, Buffalo, NY" "$115,000" -78.8269986 42.8577693
"878" "51 Comstock AveLaSalle, Buffalo, NY" "$57,000" -78.8170906 42.9380072
"879" "370 Hewitt AveKensington, Buffalo, NY" "$45,667" -78.8110236 42.9428595
"880" "71 Littlefield AveSchiller Park, Buffalo, NY" "Contact For Estimate" -78.7995114 42.9088081
"881" "88 California StGrant Ferry, Buffalo, NY" "$59,900" -78.894132 42.913769
"882" "49 Parkridge AveLaSalle, Buffalo, NY" "$21,947" -78.8213642 42.9362241
"883" "203 Dodge StMasten Park, Buffalo, NY" "$47,900" NA NA
"884" "256 Cortland AveBuffalo, NY" "$334,999" -78.8067915 42.9270843
"885" "435 Southside PkwySeneca, Buffalo, NY" "$74,999" -78.8213749 42.8602607
"886" "459 Lisbon AveKensington, Buffalo, NY" "Contact For Estimate" NA NA
"887" "67 Liddell StEmerson, Buffalo, NY" "$42,900" NA NA
"888" "73 Lamson RdKenilworth, Buffalo, NY" "$120,441" NA NA
"889" "83 Parkridge AveLaSalle, Buffalo, NY" "$59,423" NA NA
"890" "45 Bennett Village TerLeroy, Buffalo, NY" "$40,778" -78.8331781 42.9389386
"891" "247 Laird AveRiverside Park, Buffalo, NY" "$57,283" NA NA
"892" "448 Taunton PlNorth Park, Buffalo, NY" "$130,283" NA NA
"893" "150 Fancher AveBuffalo, NY" "$106,515" -78.8298807 42.9771952
"894" "57 Collins AveBuffalo, NY" "$110,413" -78.78522 42.856155
"895" "292 Lafayette AveGrant Ferry, Buffalo, NY" "$69,483" -78.8876 42.9204528
"896" "316 Davey StLovejoy, Buffalo, NY" "$36,594" NA NA
"897" "95 Mercer AveStarin Central, Buffalo, NY" "$117,875" -78.8313246 42.9419141
"898" "18 Labelle AveBuffalo, NY" "$87,583" NA NA
"899" "38 Ladner AveSouth Park, Buffalo, NY" "$37,641" -78.8308635 42.8419785
"900" "34 Vulcan StOld Town, Buffalo, NY" "$40,333" NA NA
"901" "59 Knox AvePark Meadow, Buffalo, NY" "$134,700" -78.865625 42.9430926
"902" "9 Malta PlLakeview, Buffalo, NY" "$60,787" -78.8819314 42.8976056
"903" "59 Grafton AveBuffalo, NY" "$59,426" NA NA
"904" "151 Schiller StLovejoy, Buffalo, NY" "$43,592" -78.8009282 42.889122
"905" "75 Oakgrove AveHamlin Park, Buffalo, NY" "$51,861" -78.846344 42.9239905
"906" "25 Cecil StNorth Delaware, Buffalo, NY" "$73,490" -78.8736103 42.9539371
"907" "225 Wagner StBuffalo, NY" "$45,279" -78.792056 42.88379
"908" "130 Kelburn StKaisertown, Buffalo, NY" "$29,059" -78.8151638 42.8713383
"909" "60 Pries AveTriangle, Buffalo, NY" "$34,120" -78.8299831 42.8500353
"910" "134 Zittel StCazenovia Park, Buffalo, NY" "$59,900" -78.8043375 42.8565502
"911" "133 Park StAllen, Buffalo, NY" "$399,000" -78.8749093 42.8995341
"912" "812 William StBroadway - Fillmore, Buffalo, NY" "$9,900" -78.841292 42.885259
"913" "119 Young StBroadway - Fillmore, Buffalo, NY" "$10,000" -78.8279391 42.8943637
"914" "5 Corwin DrBuffalo, NY" "$278,500" -78.7767889 42.813998
"915" "405 Parkside AveParkside, Buffalo, NY" "$198,358" -78.8503459 42.9410518
"916" "320 Weimar StKaisertown, Buffalo, NY" "$64,999" NA NA
"917" "55 Zittel StCazenovia Park, Buffalo, NY" "$59,900" -78.8063326 42.8549276
"918" "349 Bissell AveGenesee Moselle, Buffalo, NY" "$44,900" -78.8230253 42.9133075
"919" "1100 Michigan AveMedical Park, Buffalo, NY" "$40,000,000" -78.8630601 42.9033758
"920" "79 Academy RdSchiller Park, Buffalo, NY" "$51,607" -78.805319 42.908161
"921" "39 A StBroadway - Fillmore, Buffalo, NY" "$41,487" -78.837742 42.9007355
"922" "156 Butler AveHamlin Park, Buffalo, NY" "$73,574" -78.8462351 42.9163901
"923" "30 Deumant TerWilton Argonne, Buffalo, NY" "$129,900" -78.8492088 42.9618306
"924" "2272 William StBuffalo, NY" "$82,256" -78.7864471 42.8845719
"925" "2069 Broadway StBuffalo, NY" "$65,000" NA NA
"926" "551 Dingens StBuffalo, NY" "$89,000" -78.795087 42.877394
"927" "18 Randolph AveBuffalo, NY" "$105,000" -78.799041 42.907413
"928" "61 Manchester PlForest, Buffalo, NY" "$339,900" -78.8834711 42.9252861
"929" "22 Buffum StCazenovia Park, Buffalo, NY" "$34,123" -78.8059743 42.85317
"930" "334 Cambridge AveGrider, Buffalo, NY" "$50,497" -78.8233289 42.9237355
"931" "154 Hollywood AveSouth Abbott, Buffalo, NY" "$80,843" NA NA
"932" "171 Dorchester RdForest, Buffalo, NY" "$59,453" NA NA
"933" "383 Herkimer StForest, Buffalo, NY" "$55,000" -78.8921349 42.9232117
"934" "4111 Burke PkwyBuffalo, NY" "$39,900" -78.813142 42.7728343
"935" "100 Shoshone StStarin Central, Buffalo, NY" "$145,458" NA NA
"936" "264 Orchard DrBuffalo, NY" "$123,591" -78.8635458 42.9892978
"937" "391 Herkimer StForest, Buffalo, NY" "$56,900" -78.892052 42.923356
"938" "352 West AveFront Park, Buffalo, NY" "$97,003" -78.8876256 42.9017314
"939" "55 Arundel RdNorth Park, Buffalo, NY" "$146,748" -78.8480724 42.9543674
"940" "469 W Delavan AveForest, Buffalo, NY" "$68,118" -78.8820235 42.9219673
"941" "20 Roslyn StSchiller Park, Buffalo, NY" "$23,484" NA NA
"942" "129 Newburgh AveSchiller Park, Buffalo, NY" "$34,155" NA NA
"943" "1020 Englewood AveWilton Argonne, Buffalo, NY" "$91,789" NA NA
"944" "160 Courtland AveKenfield, Buffalo, NY" "$47,500" -78.8070052 42.9244371
"945" "3694 5th StBuffalo, NY" "$64,900" NA NA
"946" "342 Downing StSouth Abbott, Buffalo, NY" "$53,885" NA NA
"947" "626 Lisbon AveKensington, Buffalo, NY" "$79,900" NA NA
"948" "70 Euclid AveBuffalo, NY" "$36,770" NA NA
"949" "200 Commonwealth AveNorth Park, Buffalo, NY" "Contact For Estimate" -78.8620716 42.9506175
"950" "4325 Big Tree RdBuffalo, NY" "$130,303" NA NA
"951" "110 Armin PlSeneca, Buffalo, NY" "$69,272" -78.812308 42.8619506
"952" "76 Weber AveSchiller Park, Buffalo, NY" "$74,900" -78.8036608 42.9211919
"953" "68 Lockwood AveSouth Park, Buffalo, NY" "$42,861" -78.829738 42.844423
"954" "1239 Michigan AveMasten Park, Buffalo, NY" "$150,000" -78.8622101 42.9069868
"955" "618 Wyoming AveLeroy, Buffalo, NY" "$65,875" -78.8245914 42.9315359
"956" "200 Delaware Ave #1502Central Business District, Buffalo, NY" "$479,000" -78.87798 42.889801
"957" "374 Germania StTifft, Buffalo, NY" "$94,900" NA NA
"958" "2254 Main StParkside, Buffalo, NY" "$119,145" NA NA
"959" "179 Oxford AveDelaware-West Ferry, Buffalo, NY" "$170,113" NA NA
"960" "57 Josephine StMLK Park, Buffalo, NY" "$43,334" -78.833432 42.908844
"961" "307 Herkimer StGrant Ferry, Buffalo, NY" "$56,666" NA NA
"962" "304 Covington DrBuffalo, NY" "$51,056" -78.7945786 42.829133
"963" "37 Fennimore AveKensington, Buffalo, NY" "$39,329" -78.8096732 42.9378917
"964" "217 Smith StValley, Buffalo, NY" "$64,900" -78.8459679 42.867789
"965" "16 Swinburne StLovejoy, Buffalo, NY" "$48,681" -78.8213525 42.8928279
"966" "49 California StGrant Ferry, Buffalo, NY" "$67,024" -78.89556 42.9134324
"967" "36 Fleming StBabcock, Buffalo, NY" "$33,853" NA NA
"968" "159 Indian Church RdCazenovia Park, Buffalo, NY" "$77,594" -78.8004104 42.8541794
"969" "86 Roanoke PkwySeneca, Buffalo, NY" "$77,944" -78.8121192 42.8609567
"970" "308 PortsideWaterfront, Buffalo, NY" "$729,900" NA NA
"971" "415 Lasalle AveLaSalle, Buffalo, NY" "$53,698" NA NA
"972" "145 Royal AveRiverside Park, Buffalo, NY" "$59,660" -78.9039174 42.9524702
"973" "93 Mayer AveRiverside Park, Buffalo, NY" "$32,145" -78.8992991 42.9498252
"974" "92 Unger AveSeneca, Buffalo, NY" "$62,295" -78.8189438 42.8600519
"975" "737 Moore AveBuffalo, NY" "$107,207" -78.8519006 42.8970223
"976" "206 Thompson StBlack Rock, Buffalo, NY" "$48,567" -78.9010486 42.9396873
"977" "99 Alma AveKenfield, Buffalo, NY" "Contact For Estimate" -78.814634 42.9268968
"978" "100 Pacific StBlack Rock, Buffalo, NY" "$59,511" -78.8991353 42.9424035
"979" "80 Garvey AveTriangle, Buffalo, NY" "$67,670" -78.8292884 42.8486575
"980" "58 Martha AveKensington, Buffalo, NY" "$50,868" NA NA
"981" "62 Seabrook StRiverside Park, Buffalo, NY" "$43,530" -78.8972608 42.963825
"982" "32 Weyand AveCazenovia Park, Buffalo, NY" "$57,239" -78.8092047 42.8563519
"983" "751 W Ferry StDelaware-West Ferry, Buffalo, NY" "$775,000" -78.8710739 42.916018
"984" "125 Welker StMasten Park, Buffalo, NY" "$40,000" NA NA
"985" "122 Rano StRiverside Park, Buffalo, NY" "$53,559" NA NA
"986" "75 Weber AveSchiller Park, Buffalo, NY" "$76,621" -78.8031062 42.9212139
"987" "128 Ideal StLovejoy, Buffalo, NY" "$57,029" -78.8077223 42.8882807
"988" "136 Wright AveKenfield, Buffalo, NY" "$62,000" -78.800169 42.926571
