"Name" "price" "lon" "lat"
"332" "425 Winspear AveKensington, Buffalo, NY" "$56,719" -78.8106874 42.9487448
"333" "451 Moore AveBuffalo, NY" "$144,900" -78.8360661 42.9758981
"334" "92 Guilford StBroadway - Fillmore, Buffalo, NY" "$79,900" NA NA
"335" "96 Beckford CtBuffalo, NY" "$899,900" NA NA
"336" "178 Kosciuszko StBroadway - Fillmore, Buffalo, NY" "$79,900" -78.8310812 42.899571
"337" "30 Cleveland DrBuffalo, NY" "$169,900" -78.8691827 42.9884789
"338" "73 Euclid AveBuffalo, NY" "$79,573" -78.797195 42.909002
"339" "110 Sage AveSeneca, Buffalo, NY" "$55,436" NA NA
"340" "305 King Peterson RdWillert Park, Buffalo, NY" "$64,148" -78.866308 42.881499
"341" "112 Cantwell DrSouth Park, Buffalo, NY" "$52,066" NA NA
"342" "245 Potters RdSouth Abbott, Buffalo, NY" "$72,594" -78.8044 42.841278
"343" "76 Oxford AveDelaware-West Ferry, Buffalo, NY" "Contact For Estimate" NA NA
"344" "227 Dearborn StBlack Rock, Buffalo, NY" "$53,126" -78.901386 42.935609
"345" "33 Dakota StNorth Park, Buffalo, NY" "$64,531" NA NA
"346" "156 Villa AveNorth Park, Buffalo, NY" "$135,000" -78.8635364 42.9581259
"347" "86 Clayton StMilitary, Buffalo, NY" "$36,753" NA NA
"348" "69 Remington PlSeneca, Buffalo, NY" "$71,855" -78.8198536 42.8602814
"349" "26 Grey StJohnson, Buffalo, NY" "$45,580" -78.850088 42.891668
"350" "45 Sunnyside PlMilitary, Buffalo, NY" "$65,427" -78.887178 42.948014
"351" "470 Roycroft BlvdBuffalo, NY" "$219,642" NA NA
"352" "649 Lisbon AveKensington, Buffalo, NY" "Contact For Estimate" -78.8042451 42.9464218
"353" "206 Tuscarora RdSouth Abbott, Buffalo, NY" "Contact For Estimate" -78.8040893 42.8403782
"354" "185 Sprenger AveSchiller Park, Buffalo, NY" "$39,400" -78.8033802 42.9149101
"355" "126 Breckenridge StGrant Ferry, Buffalo, NY" "$49,900" -78.8970079 42.9171526
"356" "90 Andover AveLaSalle, Buffalo, NY" "$51,900" NA NA
"357" "190 Hamburg StBuffalo, NY" "$52,000" -78.8591224 42.869038
"358" "326 Winslow AveMLK Park, Buffalo, NY" "$125,000" -78.8407881 42.9132234
"359" "2184 Clinton StBuffalo, NY" "$156,900" -78.79559 42.871908
"360" "229 Orange StMedical Park, Buffalo, NY" "$35,000" -78.857446 42.900788
"361" "190 Labelle AveBuffalo, NY" "$35,900" -78.829511 42.792786
"362" "143 Weaver StKaisertown, Buffalo, NY" "$79,900" -78.8037764 42.8758115
"363" "107 Amherst StBlack Rock, Buffalo, NY" "$84,900" NA NA
"364" "51 Weber AveSchiller Park, Buffalo, NY" "$40,137" -78.8030452 42.9205403
"365" "142 Harrison StBabcock, Buffalo, NY" "$3,000" NA NA
"366" "144 Harrison StBabcock, Buffalo, NY" "$3,000" NA NA
"367" "376 Villa AveNorth Park, Buffalo, NY" "$131,515" -78.8553232 42.9580851
"368" "401 Northland AveHamlin Park, Buffalo, NY" "$359,000" NA NA
"369" "192 Bidwell PkwyAlbright, Buffalo, NY" "$506,413" -78.8761499 42.9246114
"370" "43 Military RdBlack Rock, Buffalo, NY" "$49,900" -78.8925469 42.9378389
"371" "181 Lyndale AveKenilworth, Buffalo, NY" "$179,500" -78.826701 42.9634245
"372" "196 Wilmuth AveBuffalo, NY" "$55,806" -78.843563 42.816817
"373" "1586 S Park AveTriangle, Buffalo, NY" "$159,900" NA NA
"374" "133 Hastings AveKensington, Buffalo, NY" "$59,900" NA NA
"375" "117 Schiller StLovejoy, Buffalo, NY" "$67,400" -78.8009234 42.8882178
"376" "15 Linwood TerDelaware-West Ferry, Buffalo, NY" "$54,185" NA NA
"377" "215 Keystone StSchiller Park, Buffalo, NY" "$15,000" -78.8103329 42.9077363
"378" "406 Lasalle AveLaSalle, Buffalo, NY" "$23,208" -78.8152683 42.9453224
"379" "28 Edgewood AveAbbott McKinley, Buffalo, NY" "$77,342" -78.8174054 42.8475779
"380" "37 Marjorie DrBuffalo, NY" "$119,999" -78.8422842 42.965163
"381" "91 Hammerschmidt AveSeneca, Buffalo, NY" "$75,425" NA NA
"382" "135 Herkimer StGrant Ferry, Buffalo, NY" "$88,422" -78.892802 42.9164598
"383" "206 Merrimac StUniversity, Buffalo, NY" "$79,900" -78.7889697 43.0008093
"384" "155 Zelmer StSchiller Park, Buffalo, NY" "Contact For Estimate" -78.8069178 42.9142013
"385" "66 N Ogden StLovejoy, Buffalo, NY" "$64,548" NA NA
"386" "20 Orchard PlLeroy, Buffalo, NY" "$99,500" -78.8411228 42.9382401
"387" "3382 Bailey AveLaSalle, Buffalo, NY" "$900,000" -78.8140449 42.947123
"388" "638 Lasalle AveKensington, Buffalo, NY" "$91,435" NA NA
"389" "135 Carmel RdStarin Central, Buffalo, NY" "$110,539" NA NA
"390" "295 Parkridge AveLaSalle, Buffalo, NY" "$87,104" -78.821347 42.942967
"391" "132 Lakefront Blvd #303Waterfront, Buffalo, NY" "$619,000" NA NA
"392" "22 Milford StAbbott McKinley, Buffalo, NY" "$99,900" -78.8170013 42.8527956
"393" "294 Massachusetts AveFront Park, Buffalo, NY" "$47,528" NA NA
"394" "459 Massachusetts AveFront Park, Buffalo, NY" "$259,900" -78.885519 42.9137562
"395" "394 Starin AveNorth Park, Buffalo, NY" "$344,070" NA NA
"396" "106 Irene StOld Town, Buffalo, NY" "$49,900" -78.9099241 42.9623689
"397" "447 S Ogden StKaisertown, Buffalo, NY" "$38,000" NA NA
"398" "86 Beverly RdHamlin Park, Buffalo, NY" "$54,900" -78.850686 42.9214591
"399" "120 Gatchell StEmerson, Buffalo, NY" "$37,900" -78.8151576 42.90031
"400" "800 W Ferry St #5AADelaware-West Ferry, Buffalo, NY" "$200,000" -78.8710495 42.9160086
"401" "94 Rumsey RdAlbright, Buffalo, NY" "$459,900" -78.8707047 42.9295692
"402" "220 Bering AveBuffalo, NY" "$179,900" NA NA
"403" "149 Stockbridge AveLaSalle, Buffalo, NY" "$42,939" NA NA
"404" "151 Louisiana StBuffalo, NY" "$72,000" -78.8661623 42.8658655
"405" "81 15th StFront Park, Buffalo, NY" "$159,900" NA NA
"406" "375 Voorhees AveStarin Central, Buffalo, NY" "$289,000" NA NA
"407" "346 Hopkins StSouth Park, Buffalo, NY" "$4,500,000" NA NA
"408" "344 Pine StWillert Park, Buffalo, NY" "$92,500" NA NA
"409" "2822 Elmwood AveKenmore NW, Buffalo, NY" "$165,000" -78.879113 42.974294
"410" "375 Northwood DrBuffalo, NY" "$175,000" NA NA
"411" "57 Kenefick AveAbbott McKinley, Buffalo, NY" "$95,501" -78.8214059 42.8502755
"412" "176 Dearborn StBlack Rock, Buffalo, NY" "$48,571" -78.9011775 42.9341238
"413" "109 Mayer AveRiverside Park, Buffalo, NY" "$9,000" -78.898876 42.949497
"414" " V L Tifft StAbbott McKinley, Buffalo, NY" "$4,500,000" -78.8204169 42.8469307
"415" "53 Colton StBuffalo, NY" "Contact For Estimate" -78.796104 42.882537
"416" "117 Central AveLovejoy, Buffalo, NY" "$67,500" -78.8151028 42.8881219
"417" "373 Parkdale AveForest, Buffalo, NY" "$215,000" -78.8869642 42.9256174
"418" "502 Niagara StLakeview, Buffalo, NY" "$235,000" -78.8889614 42.8974602
"419" "210 Clark StBroadway - Fillmore, Buffalo, NY" "$32,919" -78.8364142 42.8921423
"420" "205 Dodge StMasten Park, Buffalo, NY" "$150,000" -78.859854 42.9055518
"421" "12 Appletree Ct #8Buffalo, NY" "$104,900" NA NA
"422" "21 Stevenson StAbbott McKinley, Buffalo, NY" "$129,900" -78.8192358 42.8542422
"423" "1 Brittany LnDelaware-West Ferry, Buffalo, NY" "$499,000" NA NA
"424" "137 Edison AveKenfield, Buffalo, NY" "$36,900" -78.8015909 42.9265691
"425" "44 Cottage StAllen, Buffalo, NY" "$229,900" -78.8717115 42.8992147
"426" "241 Monroe StEmslie, Buffalo, NY" "$97,500" -78.8516428 42.8869482
"427" "41 Chamberlin DrBuffalo, NY" "$135,500" NA NA
"428" "171 Grace StRiverside Park, Buffalo, NY" "$180,000" -78.9000697 42.9439337
"429" "15 Horton PlDelaware-West Ferry, Buffalo, NY" "$295,000" NA NA
"430" "4572 Gentwood DrBuffalo, NY" "$401,000" NA NA
"431" "41 Marsdale RdBuffalo, NY" "$78,252" -78.786257 42.943702
"432" "13 Ward CtSouth Abbott, Buffalo, NY" "$85,000" -78.8082355 42.8325936
"433" "158 Fancher AveBuffalo, NY" "$144,900" -78.8295924 42.9772016
"434" "40 Stewart AveSchiller Park, Buffalo, NY" "$59,900" NA NA
"435" "139 Ramona AveSouth Abbott, Buffalo, NY" "$95,000" -78.809639 42.8408343
"436" "96 Whitfield AveAbbott McKinley, Buffalo, NY" "$160,000" -78.8199435 42.8438373
"437" "1670 Colvin BlvdBuffalo, NY" "$189,900" -78.8575776 42.9869469
"438" "204 Cleveland DrBuffalo, NY" "$100,000" -78.792137 42.9451759
"439" "76 Knox AvePark Meadow, Buffalo, NY" "$209,000" -78.8650669 42.9435466
"440" "19 Blick StBuffalo, NY" "$79,900" -78.787627 42.893794
"441" "121 Bloomfield AveAbbott McKinley, Buffalo, NY" "$139,900" -78.8191031 42.8450831
"442" "95 Bush StBlack Rock, Buffalo, NY" "$99,900" NA NA
"443" "343 Eden StSouth Abbott, Buffalo, NY" "$180,000" -78.8109275 42.8361547
"444" "54 Henrietta AveRiverside Park, Buffalo, NY" "$55,000" -78.9000284 42.9565089
"445" "47 Herman StBroadway - Fillmore, Buffalo, NY" "$210,000" -78.8440886 42.89319
"446" "72 Hammerschmidt AveSeneca, Buffalo, NY" "$83,865" -78.816891 42.8588689
"447" "83 Cantwell DrSouth Park, Buffalo, NY" "$129,900" -78.820672 42.835286
"448" "92-94 Claremont AveForest, Buffalo, NY" "$490,000" -78.880101 42.924814
"449" "223 Virgil AveNorth Park, Buffalo, NY" "$189,900" -78.864096 42.9540025
"450" "105 Weimar StKaisertown, Buffalo, NY" "$84,900" -78.8075848 42.8676082
"451" "12 S Hedley StBuffalo, NY" "$162,900" NA NA
"452" "145 Culver RdSouth Park, Buffalo, NY" "$115,000" NA NA
"453" "732 Walden AveSchiller Park, Buffalo, NY" "$115,000" -78.8090129 42.905737
"454" "109 Bering AveBuffalo, NY" "$139,900" -78.849091 42.970526
"455" "65 Byron AveWilton Argonne, Buffalo, NY" "$157,500" -78.8411887 42.960328
"456" "320 Grimsby RdDeerhurst Park, Buffalo, NY" "$229,900" -78.8541414 42.971867
"457" "360 Beard AveStarin Central, Buffalo, NY" "$259,900" -78.8339429 42.9461684
"458" "300 Edgewood AveKenilworth, Buffalo, NY" "$124,900" -78.8351012 42.9681138
"459" "235 Morris AveStarin Central, Buffalo, NY" "$625,000" -78.8373071 42.9423691
"460" "274 Sobieski StBroadway - Fillmore, Buffalo, NY" "$65,500" -78.8329294 42.9019136
"461" "253 Sanders RdNorth Park, Buffalo, NY" "$179,900" NA NA
"462" "200 Laird AveRiverside Park, Buffalo, NY" "$79,900" -78.9039663 42.9555182
"463" "145 Grote StBlack Rock, Buffalo, NY" "$99,900" -78.8862293 42.9422389
"464" "296 Sobieski StBroadway - Fillmore, Buffalo, NY" "$99,900" NA NA
"465" "180 Glencove RdKenmore NE, Buffalo, NY" "$149,500" -78.865433 42.980052
"466" "371 14th StFront Park, Buffalo, NY" "$198,000" -78.890114 42.910407
"467" "96 Gallatin AveRiverside Park, Buffalo, NY" "$59,900" -78.8996112 42.9494769
"468" "25 Progressive AveRiverside Park, Buffalo, NY" "$139,900" NA NA
"469" "55 Baynes StGrant Ferry, Buffalo, NY" "$269,900" -78.8854343 42.9169998
"470" "182 Saranac AveNorth Park, Buffalo, NY" "$213,000" -78.8576568 42.9509455
"471" "32 Henley RdNorth Park, Buffalo, NY" "$219,900" -78.8475774 42.9531513
"472" "72 Keystone StSchiller Park, Buffalo, NY" "$59,900" -78.8106638 42.9036092
"473" "9 Brittany LnDelaware-West Ferry, Buffalo, NY" "$650,000" NA NA
"474" "261 Bird AveForest, Buffalo, NY" "$149,000" -78.8892346 42.9255513
"475" "145 Fenton StKaisertown, Buffalo, NY" "$114,900" -78.8047903 42.8665141
"476" "351 Breckenridge StGrant Ferry, Buffalo, NY" "$230,000" NA NA
"477" "33 West AveColumbus, Buffalo, NY" "$379,900" -78.8802775 42.8945558
"478" "297 Choate AveAbbott McKinley, Buffalo, NY" "$164,900" -78.8131255 42.8454644
"479" "91 Loepere StBroadway - Fillmore, Buffalo, NY" "$129,000" NA NA
"480" "538 Glenwood AveKingsley, Buffalo, NY" "$85,000" -78.8453809 42.9124874
"481" "209 Louvaine DrWilton Argonne, Buffalo, NY" "$345,000" NA NA
"482" "3566 Horton AveBuffalo, NY" "$155,000" NA NA
"483" "239 Davidson AveKensington, Buffalo, NY" "$89,900" -78.8046162 42.9371046
"484" "163 Norwalk AveNorth Park, Buffalo, NY" "$205,000" -78.8540891 42.949125
"485" "349 Parkdale AveForest, Buffalo, NY" "$110,000" -78.8870281 42.9249577
"486" " V L Reserve RdBuffalo, NY" "$600,000" NA NA
"487" "69 Starin AveStarin Central, Buffalo, NY" "$699,000" -78.8437352 42.9422838
"488" "186 Norwalk AveNorth Park, Buffalo, NY" "$229,900" -78.8547612 42.9496854
"489" "24 Tacoma AveNorth Delaware, Buffalo, NY" "$259,900" -78.8718914 42.9516949
"490" "337 Breckenridge StGrant Ferry, Buffalo, NY" "$119,900" -78.8890714 42.916612
"491" "788 Tifft StTriangle, Buffalo, NY" "$119,900" NA NA
"492" "76 Thompson StBlack Rock, Buffalo, NY" "$119,900" -78.8993393 42.9362913
"493" "427 Berkshire AveKensington, Buffalo, NY" "Contact For Estimate" NA NA
"494" "231 Oxford AveDelaware-West Ferry, Buffalo, NY" "Contact For Estimate" NA NA
"495" "103 Austin StBlack Rock, Buffalo, NY" "$69,900" NA NA
"496" "34 Gorski StKaisertown, Buffalo, NY" "$33,269" -78.8099401 42.8678905
"497" "380 Oakvale BlvdBuffalo, NY" "$139,900" NA NA
"498" "100 Fairbanks AveWilton Argonne, Buffalo, NY" "$149,900" -78.8430358 42.9613027
"499" "156 Hollywood AveSouth Abbott, Buffalo, NY" "$135,900" -78.8090696 42.8391686
"500" "132 Lakefront Blvd #604Waterfront, Buffalo, NY" "$649,000" NA NA
"501" "22 Choate AveAbbott McKinley, Buffalo, NY" "$169,929" -78.8228359 42.8446887
"502" "192 Kay StKensington, Buffalo, NY" "$79,900" -78.802365 42.9399463
"503" "455 Crescent AveParkside, Buffalo, NY" "$264,900" -78.8457782 42.9397699
"504" "629 Moore AveBuffalo, NY" "$141,000" -78.8519006 42.8970223
"505" "97 Wilkes AveKenfield, Buffalo, NY" "$62,500" -78.8043107 42.9255174
"506" "22 Starin AveNorth Park, Buffalo, NY" "$400,000" NA NA
"507" "1885 Hertel AveStarin Central, Buffalo, NY" "$234,500" -78.8380732 42.9472808
"508" "60 Downing StSouth Park, Buffalo, NY" "$160,000" -78.821558 42.835009
"509" "196 Soldiers PlAlbright, Buffalo, NY" "$1,357,000" NA NA
"510" "29 Crowley AveRiverside Park, Buffalo, NY" "$95,926" NA NA
"511" "73 Ideal StLovejoy, Buffalo, NY" "$82,500" -78.8072761 42.8867778
"512" "191 Roslyn StSchiller Park, Buffalo, NY" "$59,029" NA NA
"513" "126 W Humboldt PkwyDelaware Park, Buffalo, NY" "$339,000" -78.8522153 42.9291624
"514" "265 Tudor BlvdBuffalo, NY" "$109,562" -78.7965033 42.8308198
"515" "58 Cottage StAllen, Buffalo, NY" "$227,885" -78.8723722 42.8994139
"516" "249 Northland AveHamlin Park, Buffalo, NY" "$65,185" -78.850695 42.9190449
"517" "20 Fairchild PlNorth Park, Buffalo, NY" "$245,000" NA NA
"518" "849 Delaware Ave #701Bryant, Buffalo, NY" "$280,000" NA NA
"519" "95 Thatcher AveLaSalle, Buffalo, NY" "$71,601" -78.8181297 42.9389797
"520" "1537 S Park AveTriangle, Buffalo, NY" "$5,000" NA NA
"521" "1517 E Delavan AveSchiller Park, Buffalo, NY" "$5,000" -78.800561 42.922523
"522" "699 Jefferson AveJohnson, Buffalo, NY" "$5,000" NA NA
"523" "43 Fernhill AveGrider, Buffalo, NY" "$75,109" -78.8274405 42.9277769
"524" "83 Roesch AveRiverside Park, Buffalo, NY" "$143,277" NA NA
"525" "315 University AveKenilworth, Buffalo, NY" "Contact For Estimate" NA NA
"526" "944 Niagara StFront Park, Buffalo, NY" "$244,000" -78.899435 42.908552
"527" "324 Pennsylvania StFront Park, Buffalo, NY" "$330,000" -78.8844835 42.9007749
"528" "22 Littlefield AveSchiller Park, Buffalo, NY" "$44,900" NA NA
"529" "849 Delaware Ave #701Bryant, Buffalo, NY" "$280,000" NA NA
"530" "441 Genesee StWillert Park, Buffalo, NY" "$144,900" -78.8588892 42.893918
"531" "209 Davey StLovejoy, Buffalo, NY" "$84,999" -78.8034421 42.8904986
"532" "18 Regina PlHamlin Park, Buffalo, NY" "Contact For Estimate" -78.8447263 42.9207281
"533" "161 Woodward AveParkside, Buffalo, NY" "$269,000" -78.849812 42.933227
"534" "138 Adams StEmslie, Buffalo, NY" "$109,900" -78.8510631 42.8839194
"535" "356 Hopkins StTifft, Buffalo, NY" "$4,900,000" -78.8328717 42.8474098
"536" "9 Colvin AvePark Meadow, Buffalo, NY" "$230,000" NA NA
"537" "271 Grimsby RdDeerhurst Park, Buffalo, NY" "$259,900" NA NA
"538" "272 Dushane DrBuffalo, NY" "$51,049" -78.8427609 42.9736235
"539" "731 Northampton StMLK Park, Buffalo, NY" "$85,000" -78.8396984 42.9070984
"540" "30 Hoffman PlBlack Rock, Buffalo, NY" "$154,900" -78.9009941 42.9377732
"541" "304 Straley AveBuffalo, NY" "$69,900" NA NA
"542" "302 W Delavan AveForest, Buffalo, NY" "$220,000" -78.8883445 42.9222809
"543" "152 Heath StUniversity, Buffalo, NY" "$119,900" NA NA
"544" "105 Germain StBlack Rock, Buffalo, NY" "$189,000" NA NA
"545" "2298 Seneca StCazenovia Park, Buffalo, NY" "$150,000" -78.8042968 42.8509883
"546" "35 Millicent AveKensington, Buffalo, NY" "$49,900" -78.8121792 42.9348905
"547" "92 Roswell AveOld Town, Buffalo, NY" "$89,900" NA NA
"548" "147 Kosciuszko StBroadway - Fillmore, Buffalo, NY" "$7,500" -78.830585 42.898742
"549" "151 Kosciuszko StBroadway - Fillmore, Buffalo, NY" "$7,500" -78.830585 42.898824
"550" "22 Bloomfield AveAbbott McKinley, Buffalo, NY" "$89,900" -78.8227837 42.8455062
"551" "253 High StMedical Park, Buffalo, NY" "$199,000" -78.8596753 42.9000946
"552" "1340 Seneca Creek RdBuffalo, NY" "$39,900" NA NA
"553" "3030 S Park AveBuffalo, NY" "$102,900" NA NA
"554" "1735 Amherst StLeroy, Buffalo, NY" "$300,000" -78.840019 42.939972
"555" "412 Baynes StForest, Buffalo, NY" "$284,900" -78.885065 42.926791
"556" "302 Lafayette AveForest, Buffalo, NY" "$245,000" NA NA
"557" "51 Sirret StTriangle, Buffalo, NY" "$129,999" NA NA
"558" "4578 Gentwood DrBuffalo, NY" "$463,000" -78.68737 42.9704659
"559" "58 Clay StBlack Rock, Buffalo, NY" "$90,000" -78.8939334 42.9393134
"560" "201 Deumant TerWilton Argonne, Buffalo, NY" "$192,900" -78.848391 42.9665665
"561" "435 W Ferry StFront Park, Buffalo, NY" "$269,900" -78.8856072 42.9152332
"562" "121 Seymour StSouth Ellicott, Buffalo, NY" "$107,500" NA NA
"563" "326 Grimsby RdDeerhurst Park, Buffalo, NY" "$190,000" NA NA
"564" "14 Gallatin AveRiverside Park, Buffalo, NY" "$53,150" -78.9020343 42.9506949
"565" "3454 Dickens RdBuffalo, NY" "$169,990" NA NA
"566" "240 Doat StSchiller Park, Buffalo, NY" "$56,363" -78.8119139 42.9099466
"567" "145 Ontario StRiverside Park, Buffalo, NY" "$240,000" -78.904144 42.94895
"568" "715 Northampton StMLK Park, Buffalo, NY" "$65,000" NA NA
"569" "166 Blaine AveHamlin Park, Buffalo, NY" "$185,000" -78.8476353 42.923885
"570" "9 Thistle CtBuffalo, NY" "$239,900" -78.786637 42.820017
"571" "200 Wallace AveNorth Park, Buffalo, NY" "$275,000" -78.8471019 42.9486598
"572" "57 Florida StCold Springs, Buffalo, NY" "$89,900" NA NA
"573" "1141 McKinley PkwyBuffalo, NY" "$235,500" -78.8168759 42.831547
"574" "15 Barnard StKaisertown, Buffalo, NY" "Contact For Estimate" -78.8057835 42.8653922
"575" "61 S Crossman StSchiller Park, Buffalo, NY" "$49,900" NA NA
"576" "354 Dearborn StBlack Rock, Buffalo, NY" "$49,900" NA NA
"577" "31 Pawnee PkwySeneca, Buffalo, NY" "$87,133" -78.8095374 42.8603867
"578" "214 Cortland AveBuffalo, NY" "$334,900" -78.8070715 42.9259256
"579" "77 William Price PkwyStarin Central, Buffalo, NY" "$415,462" NA NA
"580" "68 Gerald AveKenfield, Buffalo, NY" "Contact For Estimate" -78.8110705 42.9253319
"581" "70 Sussex StGrider, Buffalo, NY" "$59,900" -78.8264389 42.927468
"582" "80 Pulaski StKaisertown, Buffalo, NY" "$99,000" -78.8051365 42.8740504
"583" "172 Kosciuszko StBroadway - Fillmore, Buffalo, NY" "$79,900" -78.8311153 42.8994032
"584" "161 Midshore DrBuffalo, NY" "$379,900" -78.859497 42.779177
"585" "45 Arundel RdNorth Park, Buffalo, NY" "$279,000" -78.848078 42.954164
"586" "21 Ryan StCazenovia Park, Buffalo, NY" "$139,500" -78.8104806 42.8570413
"587" "141 Donaldson RdHamlin Park, Buffalo, NY" "$82,288" NA NA
"588" "141 Edson StBuffalo, NY" "$107,246" -78.79868 42.851971
"589" "26 Cushing PlSouth Abbott, Buffalo, NY" "$128,551" -78.8062499 42.8376027
"590" "71 Decker StKenfield, Buffalo, NY" "Contact For Estimate" -78.815672 42.9286219
"591" "68 Davidson AveKensington, Buffalo, NY" "$69,900" -78.811053 42.9375201
"592" "126 Block StSchiller Park, Buffalo, NY" "$59,472" NA NA
"593" "802 Richmond AveForest, Buffalo, NY" "$469,900" -78.881428 42.925217
"594" "71 Orange StMedical Park, Buffalo, NY" "$75,000" -78.8588003 42.8967752
"595" "161 Southampton StMasten Park, Buffalo, NY" "$39,900" NA NA
"596" "120 Rother AveBroadway - Fillmore, Buffalo, NY" "$75,000" NA NA
"597" "921 Fillmore AveBroadway - Fillmore, Buffalo, NY" "$7,000" -78.838768 42.898408
"598" "83 Progressive AveRiverside Park, Buffalo, NY" "$58,961" NA NA
"599" "107 Jones StBabcock, Buffalo, NY" "$49,900" -78.8337032 42.8808176
"600" "539 E Ferry StKingsley, Buffalo, NY" "$9,900" NA NA
"601" "340 Parkdale AveForest, Buffalo, NY" "$20,000" NA NA
"602" "238 Norwalk AveNorth Park, Buffalo, NY" "$100,482" -78.8546567 42.9511582
"603" "59 Beckford CtBuffalo, NY" "$599,900" -78.719391 42.968537
"604" "90 Radcliffe RdUniversity, Buffalo, NY" "$189,999" NA NA
"605" "3943 Allendale PkwyBuffalo, NY" "$132,162" -78.8093191 42.7773834
"606" "24 Conant DrKenilworth, Buffalo, NY" "$170,000" -78.8279883 42.9679701
"607" "35 Leamington PlSeneca, Buffalo, NY" "$80,000" NA NA
"608" "90 Hallam RdPark Meadow, Buffalo, NY" "$399,900" NA NA
"609" "85 Hertel AveBlack Rock, Buffalo, NY" "$49,900" -78.9033317 42.9415368
"610" "219 Riverside AveRiverside Park, Buffalo, NY" "$70,770" NA NA
"611" "314 Ontario StRiverside Park, Buffalo, NY" "$59,900" -78.9008029 42.9529057
"612" "35 Humason AveSchiller Park, Buffalo, NY" "$34,900" NA NA
"613" "82 Royal AveRiverside Park, Buffalo, NY" "$94,900" NA NA
"614" "268 Parker AveStarin Central, Buffalo, NY" "$92,348" -78.8392265 42.9466876
"615" "261 Fairfield AveKenilworth, Buffalo, NY" "$77,335" -78.8357976 42.9654586
"616" "117 Grace StBlack Rock, Buffalo, NY" "$49,900" -78.9018487 42.9432268
"617" "112 Masten AveMasten Park, Buffalo, NY" "$99,000" -78.8599292 42.9053071
"618" "27 Deumant TerWilton Argonne, Buffalo, NY" "$129,900" -78.8486299 42.961806
"619" "172 Hagen StSchiller Park, Buffalo, NY" "$27,264" NA NA
"620" "185 Saint Lawrence AveNorth Park, Buffalo, NY" "$69,618" -78.8626746 42.9560327
"621" "141 Austin StBlack Rock, Buffalo, NY" "$44,500" -78.899846 42.939065
"622" "185 Texas StSchiller Park, Buffalo, NY" "$32,474" -78.8103861 42.9216296
"623" "30 Sattler AveSchiller Park, Buffalo, NY" "$42,136" -78.8063722 42.9106921
"624" "2110 Seneca StCazenovia Park, Buffalo, NY" "$80,000" NA NA
"625" "2415-2419 Seneca StCazenovia Park, Buffalo, NY" "$159,900" NA NA
"626" "277 Barnard StKaisertown, Buffalo, NY" "$43,764" -78.8056121 42.8725868
"627" "104 Thatcher AveLaSalle, Buffalo, NY" "$47,881" -78.8186459 42.9390466
"628" "110 Keystone StSchiller Park, Buffalo, NY" "$43,098" -78.8106886 42.9046842
"629" "600 Main St #1004Central Business District, Buffalo, NY" "$429,900" -78.87282 42.890319
"630" "214 Northampton StMasten Park, Buffalo, NY" "$39,900" -78.858982 42.907784
"631" "136 W Ferry StGrant Ferry, Buffalo, NY" "$84,361" -78.8967196 42.9153151
"632" "53 Leonard StKensington, Buffalo, NY" "$44,802" -78.8033375 42.9389323
"633" "104 Taunton PlNorth Park, Buffalo, NY" "$147,200" NA NA
"634" "82 Stevens AveGrider, Buffalo, NY" "$64,900" -78.8256366 42.9168103
"635" "93 Sattler AveSchiller Park, Buffalo, NY" "$50,000" -78.8058745 42.9124161
"636" "204 Vermont StFront Park, Buffalo, NY" "$121,326" -78.8910832 42.9067235
"637" "87 Elgas StRiverside Park, Buffalo, NY" "$69,900" NA NA
"638" "49 Briggs AveRiverside Park, Buffalo, NY" "$42,900" -78.9069612 42.9504797
"639" "473 Minnesota AveKensington, Buffalo, NY" "$73,899" -78.8119421 42.945658
"640" "239 Lafayette AveGrant Ferry, Buffalo, NY" "$689,900" -78.8894504 42.9198706
"641" "200 Delaware Ave #1509Central Business District, Buffalo, NY" "$1,300,000" -78.87798 42.889801
"642" "123 Harbridge MnrBuffalo, NY" "$584,900" -78.7186926 42.9720184
"643" "2080 Delaware AvePark Meadow, Buffalo, NY" "$700,000" -78.8680381 42.9408753
"644" "17 Sprenger AveSchiller Park, Buffalo, NY" "$76,953" NA NA
"645" "166 Bickford AveKensington, Buffalo, NY" "$81,598" -78.8077393 42.939689
"646" "852 Niagara StFront Park, Buffalo, NY" "$129,900" -78.8972596 42.9062752
"647" "210 Ellicott St #505Central Business District, Buffalo, NY" "$269,900" -78.8727507 42.8843319
"648" "38 Heward AveRiverside Park, Buffalo, NY" "$85,587" NA NA
"649" "VL Vl Union RdBuffalo, NY" "$449,000" NA NA
"650" "345 Skillen StRiverside Park, Buffalo, NY" "$100,192" -78.8990418 42.9618902
"651" "75 Haller AveBuffalo, NY" "$124,000" -78.7940705 42.9093267
"652" "218 Waverly StCold Springs, Buffalo, NY" "$132,539" NA NA
"653" "15 Hastings AveKensington, Buffalo, NY" "$76,433" -78.8129542 42.9363547
"654" "4251 Salem DrBuffalo, NY" "$277,615" -78.8215572 42.8017094
"655" "1141 Delaware Ave #5SDelaware-West Ferry, Buffalo, NY" "$474,900" -78.8687103 42.9149393
"656" "34 Loxley RdBuffalo, NY" "Contact For Estimate" -78.789576 42.920039
"657" "111 Thatcher AveLaSalle, Buffalo, NY" "Contact For Estimate" NA NA
