ID,name,price,lon,lat
192,"210 Meadow Rd Syracuse, NY",154900 ,-76.2168681 ,43.0436365 
193,"231 Kellogg St Westside, Syracuse, NY",59000 ,-76.1649464 ,43.0378201 
194,"142 Sunhill Ter Southside, Syracuse, NY",102900 ,-76.1895348 ,43.0294472 
195,"4930 Albart Dr Syracuse, NY",179500 ,-76.2090886 ,43.0100505 
196,"124 Kenwood Ave Northside, Syracuse, NY",119000 ,-76.1486474 ,43.0781261 
197,"348 Mildred Ave Eastwood, Syracuse, NY",89900 ,-76.1213556 ,43.0705798 
198,"205 Cannon St Southside, Syracuse, NY",19900 ,-76.1468514 ,43.0237702 
199,"102 Lynnhaven Dr Syracuse, NY",149900 ,-76.1553292 ,43.1292390 
200,"2310 Brewerton Rd Syracuse, NY",125000 ,-76.1451153 ,43.0998324 
201,"232 S Edwards Ave Eastwood, Syracuse, NY",114900 ,-76.1063591 ,43.0653267 
202,"154 Merrell Rd Southside, Syracuse, NY",119950 ,-76.1944117 ,43.0300888 
203,"161 Clyde Ave Southside, Syracuse, NY",39900 ,-76.1614064 ,43.0212523 
204,"108 Strand Pl Northside, Syracuse, NY",39900 ,-76.1491188 ,43.0656560 
205,"34 Regatta Row Syracuse, NY",127900 ,-76.2341650 ,43.0887370 
206,"120 Walrath Rd Valley, Syracuse, NY",59900 ,-76.1412444 ,43.0105658 
207,"120-122 Lillian Ave Eastwood, Syracuse, NY",104900 ,-76.1103873 ,43.0692728 
208,"129 Fairfield Ave Southside, Syracuse, NY",82000 ,-76.1649212 ,43.0167227 
209,"126 Columbia Ave Southside, Syracuse, NY",138000 ,-76.1683387 ,43.0215851 
210,"440 Orwood Pl Lyncourt, Syracuse, NY",94000 ,-76.1304760 ,43.0803100 
211,"308 Dakin St Eastside, Syracuse, NY",47500 ,-76.1123908 ,43.0503777 
212,"114 Avondale Pl Eastside, Syracuse, NY",144000 ,-76.1197980 ,43.0392129 
213,"404 Avery Ave Westside, Syracuse, NY",84900 ,-76.1918982 ,43.0489162 
214,"1220 Avery Ave Westside, Syracuse, NY",45000 ,-76.1988766 ,43.0587759 
215,"9 Pebble Hill Rd N Syracuse, NY",199900 ,-76.0696538 ,43.0295708 
216,"429 N Franklin St #116 Lakefront, Syracuse, NY",625000 ,-76.1562164 ,43.0553564 
