ID,name,price,lon,lat
198,"2471 Maria Blvd Binghamton, NY",142500 ,-75.8678350 ,42.0939170 
199,"640 Stratmill Rd Binghamton, NY",127988 ,-75.8273757 ,42.1456043 
200,"36 Stacy Dr Binghamton, NY",349000 ,-75.9257329 ,42.1670460 
201,"4380 Brady Hill Rd Binghamton, NY",192000 ,-75.8565810 ,42.0175100 
202,"104 Springer Rd Binghamton, NY",139500 ,-75.7840790 ,42.1322920 
203,"202 Conklin Ave Binghamton, NY",198500 ,-75.8962537 ,42.0944391 
204,"25 Stuyvesant St Binghamton, NY",215000 ,-75.9034043 ,42.0995373 
205,"41 Gaylord St Binghamton, NY",96847 ,-75.8823145 ,42.1074104 
206,"13 Mill St Binghamton, NY",221000 ,-75.9063817 ,42.0917494 
209,"117 Flagg Rd Binghamton, NY",74900 ,-75.7764980 ,42.1378230 
211,"545 Perry Rd Binghamton, NY",14500 ,-75.9584190 ,42.2456860 
212,"505 Perry Rd Binghamton, NY",29900 ,-75.9582370 ,42.2420180 
213,"565 Leekville Rd Binghamton, NY",69000 ,-75.9609119 ,42.2561740 
215,"47 & 49 Grand St Binghamton, NY",10000 ,-88.4206157 ,41.3044156 
216,"310 Lower Stella Ireland Rd Binghamton, NY",35000 ,-75.9442310 ,42.1363440 
217,"7 Fairview Ave Binghamton, NY",15000 ,-75.8768660 ,42.1051209 
218,"36 Krager Rd Binghamton, NY",50000 ,-75.8654420 ,42.1178540 
219,"512 Glenwood Rd Binghamton, NY",53000 ,-75.9261159 ,42.1346560 
220,"494 Glenwood Rd Binghamton, NY",93000 ,-75.9255820 ,42.1338470 
221,"102 Crestmont Rd Binghamton, NY",68000 ,-75.9417959 ,42.1042538 
222,"2 Hill St Binghamton, NY",65000 ,-75.8891695 ,42.1159379 
223,"11 Meadow St Binghamton, NY",34900 ,-75.9201690 ,42.1067311 
224,"10 Janette Ave Binghamton, NY",42500 ,-75.9362317 ,42.1108758 
227,"138 Smith Rd Binghamton, NY",29900 ,-75.8659720 ,42.0050470 
229,"1280 Vestal Ave #5 Binghamton, NY",105000 ,-75.9061641 ,42.0905357 
230,"3 Perry St Binghamton, NY",55750 ,-75.9278722 ,42.1033579 
232,"16 Varick St Binghamton, NY",38986 ,-75.9035218 ,42.0967306 
234,"51 Lake Ave Binghamton, NY",28500 ,-75.9436780 ,42.1135652 
235,"33 Louisa St Binghamton, NY",25000 ,-75.8876440 ,42.1068263 
236,"133 Washington St #5 Binghamton, NY",125000 ,-70.9658791 ,42.2176650 
237,"76 Park Ave Binghamton, NY",20000 ,-75.9157668 ,42.0828362 
238,"197 Oak St Binghamton, NY",30240 ,-75.9176201 ,42.1066961 
239,"4 Roosevelt Ave Binghamton, NY",19900 ,-75.8972660 ,42.1227310 
240,"9 Yager St Binghamton, NY",50000 ,-75.8978443 ,42.1179220 
242,"52 Holland St Binghamton, NY",39000 ,-75.9336270 ,42.1119579 
243,"12 Pleasant Ave Binghamton, NY",29900 ,-75.9033334 ,42.1132636 
244,"28 Mason Ave Binghamton, NY",62000 ,-75.8829430 ,42.1064940 
247,"611 State St Binghamton, NY",39900 ,-75.8969923 ,42.1181522 
248,"1269 River Rd Binghamton, NY",74500 ,-75.8354190 ,42.1871900 
249,"60 Colfax Ave Binghamton, NY",57500 ,-75.9319821 ,42.1118415 
250,"321 Gratsinger Rd Binghamton, NY",67500 ,-75.8586650 ,42.0513930 
251,"309 Prospect St Binghamton, NY",20000 ,-75.9401055 ,42.1155497 
255,"44-46 Sowden St Binghamton, NY",14900 ,-75.9424360 ,42.1191419 
257,"24 Cary St Binghamton, NY",29900 ,-75.8994980 ,42.1163110 
259,"37 Roosevelt Ave Binghamton, NY",30437 ,-75.8970230 ,42.1254130 
260,"16 Burr Ave Binghamton, NY",35803 ,-75.8873919 ,42.0955993 
261,"3 John St Binghamton, NY",49000 ,-75.8997670 ,42.0935191 
263,"429 Park Ave Binghamton, NY",169000 ,-75.9151877 ,42.0601183 
264,"16 Elizabeth Ln Binghamton, NY",89900 ,-75.8977460 ,42.0870800 
266,"4256 Renole Dr Binghamton, NY",224900 ,-75.8649650 ,42.0671240 
267,"14 Tompkins St Binghamton, NY",45000 ,-75.8964064 ,42.0999879 
268,"158 Conklin Ave Binghamton, NY",160000 ,-75.9004418 ,42.0937218 
269,"197 Chapin St Binghamton, NY",75000 ,-75.9211579 ,42.1037339 
270,"152 Mary St Binghamton, NY",122500 ,-75.9114092 ,42.0810700 
271,"5 Riverview Rd Binghamton, NY",54500 ,-75.8985284 ,42.1295805 
273,"28 Thorp St Binghamton, NY",59000 ,-75.9253406 ,42.1037083 
274,"159 Murray St Binghamton, NY",68500 ,-75.9200519 ,42.1034129 
275,"109 Park Ave Binghamton, NY",96500 ,-75.9152583 ,42.0807257 
276,"850 Park Ave Binghamton, NY",190000 ,-75.9144830 ,42.0319590 
277,"27 Avon Rd Binghamton, NY",425000 ,-75.9317894 ,42.0907671 
278,"12 Green St Binghamton, NY",135000 ,-75.9025610 ,42.1177210 
279,"64 Jackson St Binghamton, NY",85000 ,-75.8919781 ,42.0983547 
280,"10 Fayette St Binghamton, NY",85000 ,-75.9034766 ,42.0981655 
281,"27 Terrace Dr Binghamton, NY",18888 ,-75.9108755 ,42.1250898 
282,"9 Mulberry St Binghamton, NY",42000 ,-75.8980161 ,42.1213153 
283,"25 Grand Blvd Binghamton, NY",155000 ,-75.9380003 ,42.1052203 
284,"125 Riverside Dr Binghamton, NY",465000 ,-75.9311860 ,42.0918500 
286,"13 Davis Rd Binghamton, NY",159900 ,-75.8462810 ,42.1898210 
287,"75 Pine St Binghamton, NY",49900 ,-75.9016299 ,42.1024829 
288,"2341 Seneca St Binghamton, NY",47900 ,-75.8995170 ,42.0854750 
289,"49 Hazel St Binghamton, NY",49900 ,-75.9343740 ,42.1119500 
290,"8 Saddlebrook Dr Binghamton, NY",654700 ,-75.8492450 ,42.1770489 
293,"1002 River Rd Binghamton, NY",109900 ,-75.8509158 ,42.1654756 
294,"69 Tompkins St Binghamton, NY",45000 ,-75.8938883 ,42.0958961 
295,"19 Baxter St Binghamton, NY",39900 ,-75.9374085 ,42.1132789 
296,"60 Jackson St Binghamton, NY",43350 ,-75.8923220 ,42.0983116 
297,"12 Birch St Binghamton, NY",77000 ,-75.9030043 ,42.0923637 
298,"78 Carmichael Rd Binghamton, NY",39900 ,-75.8874430 ,42.1665523 
299,"137 Smith Hill Rd Binghamton, NY",169900 ,-75.9152919 ,42.1510963 
300,"19 Prentice Blvd Binghamton, NY",99900 ,-75.8792630 ,42.1585650 
301,"25 Downs Ave Binghamton, NY",74900 ,-75.9427218 ,42.1151884 
302,"32 Matthews St Binghamton, NY",169900 ,-75.9420750 ,42.0978939 
304,"123 Crary Ave Binghamton, NY",80000 ,-75.9441498 ,42.1040335 
305,"293 Clinton St Binghamton, NY",57000 ,-75.9350180 ,42.1090801 
306,"138 Beethoven St Binghamton, NY",89000 ,-75.9330531 ,42.1029629 
307,"4 Cleveland Ave Binghamton, NY",99900 ,-75.9480514 ,42.1044186 
308,"206 S Washington St Binghamton, NY",63000 ,-75.9126296 ,42.0773657 
309,"200 Murray St Binghamton, NY",78000 ,-75.9185752 ,42.1069954 
310,"28 High St Binghamton, NY",48900 ,-75.9054249 ,42.0909347 
311,"1424 River Rd Binghamton, NY",42120 ,-75.8494120 ,42.1973730 
313,"38 Wilson Hill Rd Binghamton, NY",268497 ,-75.9285390 ,42.1638790 
314,"271 Port Rd Binghamton, NY",110000 ,-75.8725700 ,42.2069350 
315,"36 Airport Rd Binghamton, NY",13500 ,-75.8594330 ,42.1865450 
316,"3 Green St Binghamton, NY",67500 ,-75.9028562 ,42.1181804 
